İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Price,Listing URL,Ağır Hasarlı
Kopyalandı26227616,22 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,51.400 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,685.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26227616,
Kopyalandı26229290,22 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2013,165.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,570.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2013-model/26229290,
Kopyalandı26221080,22 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,800.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı boyalı,,Sahibinden,365.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26221080,
Kopyalandı26217264,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,275.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,2 boyalı,Takasa Uygun,Sahibinden,535.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26217264,
Kopyalandı26215658,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,128.500 km,Düz,Dizel,Hatchback/5,Mavi (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"1 değişen, 4 boyalı",Takasa Uygun,Sahibinden,585.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26215658,
Kopyalandı26214173,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,166.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,605.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26214173,
Kopyalandı26209820,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,195.000 km,Düz,Dizel,Hatchback/5,Gri (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,625.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26209820,
Kopyalandı26207129,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,289.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,550.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26207129,
Kopyalandı26206786,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,107.000 km,Düz,Dizel,Hatchback/5,Gri (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,670.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26206786,
Kopyalandı26206083,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,142.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"2 değişen, 2 boyalı",,Sahibinden,620.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26206083,
Kopyalandı26204621,20 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,58.000 km,Yarı Otomatik,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,2 değişen,,Sahibinden,720.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26204621,
Kopyalandı26201703,20 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2018,106.500 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,720.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2018-model/26201703,
Kopyalandı26196751,20 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2018,72.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,680.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2018-model/26196751,
Kopyalandı23231335,20 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,72.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,,4 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,699.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/vural-otomotiv-den-dacia-sandero-1-5-dci-stepway-2014-model-erzincan/23231335,
Kopyalandı26193244,19 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,98.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,570.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26193244,
Kopyalandı26192982,19 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2018,224.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 1 boyalı",,Sahibinden,595.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2018-model/26192982,
Kopyalandı26192021,19 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2011,262.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,70 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,450.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/dacia-sendro-stepway-2011-hatasiz-boyasiz-acil-satilik-pazarlik-payi-vardir-l/26192021,
Kopyalandı26190241,19 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2011,183.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,493.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2011-model-183-000-km-fume/26190241,
Kopyalandı25359219,17 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,105.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,3 boyalı,,Sahibinden,575.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/dacia-sandero-1-5-dci-stepway-2015-model/25359219,
Kopyalandı26171326,16 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,139.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,590.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26171326,
Kopyalandı26168155,16 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,157.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,2 değişen,,Sahibinden,575.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/hasar-kayitsiz/26168155,
Kopyalandı25501495,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,101.000 km,Yarı Otomatik,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,1 değişen,,Sahibinden,698.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/25501495,
Kopyalandı26161275,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2018,90.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 değişen,Takasa Uygun Değil,Sahibinden,695.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/son-gunler-gozbebegi-gidiyor/26161275,
Kopyalandı26161091,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,135.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,750.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26161091,
Kopyalandı26158644,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,89.300 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,2 boyalı,,Sahibinden,648.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26158644,
Kopyalandı26157209,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2011,117.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,70 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 2 boyalı",,Sahibinden,520.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2011-model/26157209,
Kopyalandı26156159,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,237.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"2 değişen, 1 boyalı",,Sahibinden,430.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26156159,
Kopyalandı26154933,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,199.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,12 boyalı,,Sahibinden,380.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26154933,
Kopyalandı26148273,14 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,189.500 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,530.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26148273,
Kopyalandı26146538,14 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,190.000 km,Düz,Dizel,Hatchback/5,Mavi,,,,İkinci El,,,Belirtilmemiş,Takasa Uygun,Sahibinden,370.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26146538,Evet
Kopyalandı25599128,14 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2019,200.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 değişen,,Sahibinden,685.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2019-model/25599128,
Kopyalandı26127670,13 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,165.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,2 boyalı,Takasa Uygun,Sahibinden,558.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26127670,
Kopyalandı26132092,13 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,142.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,695.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26132092,
Kopyalandı25384282,13 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,147.500 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,3 boyalı,,Sahibinden,725.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/25384282,
Kopyalandı26137556,12 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,164.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,3 değişen,Takasa Uygun,Sahibinden,480.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model-bakimli-emekli-araci/26137556,Evet
Kopyalandı23343869,12 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,475.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı boyalı,Takasa Uygun,Sahibinden,405.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model-istanbul/23343869,
Kopyalandı26122209,12 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,162.000 km,Düz,Dizel,Sedan,Mavi,,,,İkinci El,,,"1 değişen, 2 boyalı",,Sahibinden,600.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/temiz-sandero/26122209,
Kopyalandı26118384,11 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,185.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"2 değişen, 1 boyalı",Takasa Uygun,Sahibinden,530.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26118384,
Kopyalandı25657231,11 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2013,157.800 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,3 boyalı,,Sahibinden,570.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/son-13-gun-favoriye-ekleyenler-ilanin-tekrari-olmayacak-acele-eden-alir-sahibinden-dacia-sandero-1-5/25657231,
Kopyalandı26109140,09 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,99.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,3 değişen,,Sahibinden,585.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26109140,
Kopyalandı26107001,09 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,30.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,675.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26107001,
Kopyalandı25001470,08 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,540.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,370.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/25001470,
Kopyalandı26075769,06 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,80.000 km,Düz,Dizel,Hatchback/5,Gri (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,4 boyalı,,Sahibinden,689.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26075769,
Kopyalandı26064681,06 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,62.500 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,730.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26064681,
Kopyalandı26070185,05 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,70.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kahverengi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,745.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model-hatay/26070185,
Kopyalandı26061491,05 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,225.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,600.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26061491,
Kopyalandı26057921,04 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2018,83.600 km,Düz,Dizel,Hatchback/5,Gri (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,722.950 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/orjinal-2018-star-stoplu-stepway/26057921,
Kopyalandı26056063,04 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,132.300 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,,Sahibinden,600.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model-izmir/26056063,
Kopyalandı26056013,04 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,169.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,1 boyalı,,Sahibinden,600.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26056013,
