İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Fiyat,URL,Ağır Hasarlı
26209820,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,195.000 km,Düz,Dizel,Hatchback/5,Gri (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,625.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26209820,
26207129,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,289.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,550.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26207129,
26206786,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,107.000 km,Düz,Dizel,Hatchback/5,Gri (metalik),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,670.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26206786,
26206083,21 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,142.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"2 değişen, 2 boyalı",,Sahibinden,620.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26206083,
26204621,20 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,58.000 km,Yarı Otomatik,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,2 değişen,,Sahibinden,720.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26204621,
26201703,20 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2018,106.500 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,720.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2018-model/26201703,
26196751,20 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2018,72.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,680.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2018-model/26196751,
26193244,19 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,98.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,570.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26193244,
26192982,19 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2018,224.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 1 boyalı",,Sahibinden,595.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2018-model/26192982,
26192021,19 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2011,262.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,70 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,450.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/dacia-sendro-stepway-2011-hatasiz-boyasiz-acil-satilik-pazarlik-payi-vardir-l/26192021,
26190241,19 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2011,183.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,493.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2011-model-183-000-km-fume/26190241,
25359219,17 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,105.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,3 boyalı,,Sahibinden,575.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/dacia-sandero-1-5-dci-stepway-2015-model/25359219,
26171326,16 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,139.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,590.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26171326,
26168155,16 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,157.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,2 değişen,,Sahibinden,575.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/hasar-kayitsiz/26168155,
25501495,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,101.000 km,Yarı Otomatik,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,1 değişen,,Sahibinden,698.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/25501495,
26161275,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2018,90.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 değişen,Takasa Uygun Değil,Sahibinden,695.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/son-gunler-gozbebegi-gidiyor/26161275,
26161091,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,135.000 km,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,750.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26161091,
26158644,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,89.300 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,2 boyalı,,Sahibinden,648.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26158644,
26157209,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2011,117.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,70 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 2 boyalı",,Sahibinden,520.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2011-model/26157209,
26156159,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,237.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"2 değişen, 1 boyalı",,Sahibinden,430.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26156159,
26154933,15 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,199.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,12 boyalı,,Sahibinden,380.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26154933,
26148273,14 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,189.500 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,530.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26148273,
26146538,14 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2014,190.000 km,Düz,Dizel,Hatchback/5,Mavi,,,,İkinci El,,,Belirtilmemiş,Takasa Uygun,Sahibinden,370.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2014-model/26146538,Evet
25599128,14 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2019,200.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 değişen,,Sahibinden,685.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2019-model/25599128,
26127670,13 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,165.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,2 boyalı,Takasa Uygun,Sahibinden,548.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26127670,
26132092,13 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,142.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,695.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26132092,
25384282,13 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,147.500 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,3 boyalı,,Sahibinden,725.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/25384282,
26137556,12 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,164.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,3 değişen,Takasa Uygun,Sahibinden,480.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model-bakimli-emekli-araci/26137556,Evet
23343869,12 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,475.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı boyalı,Takasa Uygun,Sahibinden,405.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model-istanbul/23343869,
26122209,12 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2017,162.000 km,Düz,Dizel,Sedan,Mavi,,,,İkinci El,,,"1 değişen, 2 boyalı",,Sahibinden,600.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/temiz-sandero/26122209,
26118384,11 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2012,185.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,"2 değişen, 1 boyalı",Takasa Uygun,Sahibinden,530.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26118384,
25657231,11 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2013,157.800 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,3 boyalı,,Sahibinden,569.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/son-13-gun-favoriye-ekleyenler-ilanin-tekrari-olmayacak-acele-eden-alir-sahibinden-dacia-sandero-1-5/25657231,
26109140,09 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2016,99.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,3 değişen,,Sahibinden,585.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26109140,
26107001,09 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,30.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Tamamı orjinal,,Sahibinden,675.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26107001,
25001470,08 Ağustos 2024,Dacia,Sandero,1.5 dCi Stepway,2015,540.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,,50 lt,Belirtilmemiş,,Sahibinden,370.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/25001470,
26715478,12 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2017,38.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,850.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26715478,
26677252,12 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2017,144.000 km,Yarı Otomatik,Dizel,Hatchback/5,Kahverengi,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,744.500 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/2017-otomatik-vites-dacia-stepway-hatasiz-36-ay-banka-kredi-imkani/26677252,
25271437,12 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2017,53.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Tamamı orjinal,,Sahibinden,802.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/25271437,
26713696,12 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2017,111.000 km,Otomatik,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,719.500 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/aykac-tan-2017-dacia-sandero-1-5-dci-stepway-hatasiz-boyasiz/26713696,
26706434,12 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,128.800 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 boyalı,,Sahibinden,650.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26706434,
26713244,12 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2017,45.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,785.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/2017-model-hatasiz-boyasiz-ilk-elden-45-km/26713244,
26709475,12 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,179.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 boyalı,,Sahibinden,615.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26709475,
26713084,12 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,235.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"1 değişen, 2 boyalı",,Sahibinden,582.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26713084,
26708419,12 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,170.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,,Sahibinden,410.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26708419,
26709059,12 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2012,136.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,Belirtilmemiş,,Sahibinden,595.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model/26709059,
26705165,12 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,95.300 km,Yarı Otomatik,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,2 değişen,Takasa Uygun Değil,Sahibinden,740.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26705165,
26699568,11 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2013,147.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,Tamamı orjinal,,Sahibinden,584.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/ilk-sahibinden-full-orjinal-2013-147-000-km-de-stepway/26699568,
26699411,11 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2014,197.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı boyalı,Takasa Uygun,Sahibinden,328.500 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/taksi-cikmasi-dacia-sandero-1-5-dci-stepway-2014-model-ekstrali-taksi-cikmasi-sorunsuz/26699411,
26698322,11 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2013,174.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"2 değişen, 4 boyalı",,Sahibinden,510.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2013-model/26698322,
26056063,10 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2012,134.000 km,Düz,Dizel,Hatchback/5,Siyah,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,,Sahibinden,600.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2012-model-izmir/26056063,
25547559,10 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2015,258.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,"3 değişen, 1 boyalı",,Sahibinden,489.999 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/tam-aile-arabasi-temiz/25547559,
26697444,10 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,272.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,2 boyalı,Takasa Uygun,Galeriden,511.500 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/2016-dacia-sandero-stepway-1-5-dci/26697444,
26696978,10 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2014,330.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,375.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/adali-dan-dacia-sandero-stepway-k-karti-taksit-imkani/26696978,
26691781,10 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2013,216.000 km,Düz,Dizel,Hatchback/5,Bordo,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden,585.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/ozlem-otomotiv-den-dacia-sandero-stepway-1-5-dci/26691781,
20210535,10 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,58.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,660.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/20210535,
26683630,10 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2015,218.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,,Sahibinden,425.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26683630,
26682373,10 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2011,189.000 km,Düz,Dizel,Hatchback/5,Bordo,1461 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,Tamamı orjinal,,Sahibinden,520.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2011-model/26682373,
26681898,10 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2015,218.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,2 boyalı,,Sahibinden,580.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2015-model/26681898,
26681145,10 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2017,151.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Belirtilmemiş,,Sahibinden,730.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26681145,
26680848,10 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2016,145.000 km,Düz,Dizel,Hatchback/5,Gri,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı boyalı,,Sahibinden,410.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2016-model/26680848,
26684777,09 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2017,165.000 km,Düz,Dizel,Hatchback/5,Füme,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,649.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/hatasiz-boyasiz-2017-dacia-1-5-dci-stepway-albin-oto-dan/26684777,
26684438,09 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2017,205.000 km,Düz,Dizel,Hatchback/5,Mavi,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 değişen,Takasa Uygun,Galeriden,575.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/kose-otomotiv-den-2017-model-dacia-sandero-stepway-1-5-dci/26684438,
26683626,09 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2013,164.000 km,Düz,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun Değil,Galeriden,565.000 TL,https://www.arabam.com/ilan/galeriden-satilik-dacia-sandero-1-5-dci-stepway/2013-model-degisensiz-dusuk-km-stepway/26683626,
26674922,09 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2017,83.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,4 lt,50 lt,1 değişen,,Sahibinden,680.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/son-fiyatim-ciddi-aliciya-ufak-pazarlik-olur-sahibinden-dacia-sandero-1-5-dci-stepway-2017-model/26674922,
26674614,09 Ekim 2024,Dacia,Sandero,1.5 dCi Stepway,2013,254.500 km,Düz,Dizel,Hatchback/5,Kırmızı,1461 cc,90 hp,Önden Çekiş,İkinci El,5 lt,50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,490.000 TL,https://www.arabam.com/ilan/sahibinden-satilik-dacia-sandero-1-5-dci-stepway/sahibinden-dacia-sandero-1-5-dci-stepway-2013-model/26674614,
